original_field,mapped_field,count,sample_files
Contributory Secondary - (Duration) mos.,CAUSE_OF_DEATH_Contributory_Secondary,1,"White, Matthew.txt"
Contributory Secondary - (Duration) yrs.,CAUSE_OF_DEATH_Contributory_Secondary,1,"White, Matthew.txt"
Contributory Secondary - Cause,CAUSE_OF_DEATH_Contributory_Secondary,1,"Hamilton, Arthur.txt"
Contributory Secondary - Duration - ds.,CAUSE_OF_DEATH_Contributory_Secondary,1,"Hamilton, Arthur.txt"
Contributory Secondary - Duration - mos.,CAUSE_OF_DEATH_Contributory_Secondary,1,"Hamilton, Arthur.txt"
Contributory Secondary - Duration - yrs.,CAUSE_OF_DEATH_Contributory_Secondary,1,"Hamilton, Arthur.txt"
Contributory Secondary Cause Duration (Days),CAUSE_OF_DEATH_Contributory_Secondary,1,"Dyson, Allen.txt"
Contributory Secondary Cause Duration (Months),CAUSE_OF_DEATH_Contributory_Secondary,1,"Dyson, Allen.txt"
Contributory Secondary Cause Duration (Years),CAUSE_OF_DEATH_Contributory_Secondary,1,"Dyson, Allen.txt"
Control Number,Control_Number,1,"Ashton, Ernest.txt"
County (1. PLACE OF DEATH),PLACE_OF_DEATH_County,1,"Anderson, Arthur.txt"
DATE OF BIRTH (month,DATE OF BIRTH (month,1,"Chinn, Purnell.txt"
DATE OF BIRTH - Day,DATE OF BIRTH - Day,1,"Murray, Harvey E.txt"
DATE OF BIRTH - Month,DATE OF BIRTH - Month,1,"Murray, Harvey E.txt"
DATE OF BIRTH - Year,DATE OF BIRTH - Year,1,"Murray, Harvey E.txt"
DATE OF BURIAL - Month,DATE OF BURIAL - Month,1,"Murray, Harvey E.txt"
DATE OF BURIAL Year,DATE OF BURIAL Year,1,"Bacon, John Henry.txt"
DATE OF ISSUE OF PERMIT,DATE OF ISSUE OF PERMIT,1,"Jacobs, Edward(1).txt"
DATE OF SIGNATURE,DATE OF SIGNATURE,1,"Thomas, Arthur.txt"
Date (Physician),Date (Physician),1,"Jacobs, Edward(1).txt"
Date (under Signed),Date (under Signed),1,"Dennis, Irvin.txt"
Date Signed (M.D.),Date Signed (M.D.),1,"Jones, Paul.txt"
Date deceased last worked at this occupation (month and year),Date deceased last worked at this occupation (month and year),1,"Chinn, Purnell.txt"
Date of Operation,Date of Operation,1,"Ames Jr, Fred .txt"
Date of onset (for Line 1),CAUSE_OF_DEATH_Line1_Date_of_onset,1,"Ames Jr, Fred .txt"
Date of onset (for Line 2),CAUSE_OF_DEATH_Line2_Date_of_onset,1,"Ames Jr, Fred .txt"
Date of onset (for Line 3),CAUSE_OF_DEATH_Line3_Date_of_onset,1,"Ames Jr, Fred .txt"
Date of onset (for Tuberculosis),Date of onset (for Tuberculosis),1,"Davis, William C..txt"
Death occurred at (Time),Death occurred at (Time),1,"Kennard, Richard.txt"
Document Number,Document Number,1,"Carter, William Arthur.txt"
Duration (ds.) (for primary cause),Duration (ds.) (for primary cause),1,"Carter, William Arthur.txt"
Duration (ds.) (for secondary cause),Duration (ds.) (for secondary cause),1,"Carter, William Arthur.txt"
Duration (mos.) (for primary cause),Duration (mos.) (for primary cause),1,"Carter, William Arthur.txt"
Duration (mos.) (for secondary cause),Duration (mos.) (for secondary cause),1,"Carter, William Arthur.txt"
Duration (yrs.) (for primary cause),Duration (yrs.) (for primary cause),1,"Carter, William Arthur.txt"
Duration (yrs.) (for secondary cause),Duration (yrs.) (for secondary cause),1,"Carter, William Arthur.txt"
FILED (Day),FILED (Day),1,"Wood, Sherman.txt"
FILED (Month),FILED (Month),1,"Wood, Sherman.txt"
FILED (Year),FILED (Year),1,"Wood, Sherman.txt"
FILED DATE,FILED DATE,1,"Hawkins, Ernest.txt"
"Fields,Results","Fields,Results",1,"Campbell, Francis.txt"
Filed (Date),Filed (Date),1,"Dennis, Alfred.txt"
Filed (Registrar),Filed (Registrar),1,"Dennis, Alfred.txt"
Filed - Day,Filed - Day,1,"Murray, Harvey E.txt"
Filed - Month,Filed - Month,1,"Murray, Harvey E.txt"
Filed - Year,Filed - Year,1,"Murray, Harvey E.txt"
Hospital or Institution Name (if applicable),Hospital or Institution Name (if applicable),1,"Dyson, Allen.txt"
Hospital/Institution Name (if applicable),Hospital/Institution Name (if applicable),1,"Kennard, Richard.txt"
How long in U. S. if of foreign birth? ds.,How long in U. S. if of foreign birth? ds.,1,"Davis, William C..txt"
How long in U. S. if of foreign birth? mos.,How long in U. S. if of foreign birth? mos.,1,"Davis, William C..txt"
How long in U. S. if of foreign birth? yrs.,How long in U. S. if of foreign birth? yrs.,1,"Davis, William C..txt"
How long in U.S. if of foreign birth?...ds.,How long in U.S. if of foreign birth?...ds.,1,"Anderson, Arthur.txt"
How long in U.S. if of foreign birth?...mos.,How long in U.S. if of foreign birth?...mos.,1,"Anderson, Arthur.txt"
How long in U.S. if of foreign birth?...yrs.,How long in U.S. if of foreign birth?...yrs.,1,"Anderson, Arthur.txt"
IF LESS than 1 day,IF LESS than 1 day,1,"Robinson, Paul.txt"
IF LESS than 1 day - hrs.,IF LESS than 1 day - hrs.,1,"Murray, Harvey E.txt"
IF LESS than 1 day - min.,IF LESS than 1 day - min.,1,"Murray, Harvey E.txt"
INFORMANT (Address),INFORMANT (Address),1,"Thomas, Arthur.txt"
If married,If married,1,"Chinn, Purnell.txt"
If more blanks are needed,If more blanks are needed,1,"Kennard, Richard.txt"
"If more blanks are needed, address State Registrar, 16 W. Saratoga St./Balto. Requesting V. S. No. 1","If more blanks are needed, address State Registrar, 16 W. Saratoga St./Balto. Requesting V. S. No. 1",1,"Tilghman, John W.txt"
In the State - ds.,In the State - ds.,1,"Murray, Harvey E.txt"
In the State - mos.,In the State - mos.,1,"Murray, Harvey E.txt"
In the State - yrs.,In the State - yrs.,1,"Murray, Harvey E.txt"
Industry or business in which work was done,Industry or business in which work was done,1,"Chinn, Purnell.txt"
Institution Name (No.),Institution Name (No.),1,"Hawkins, Ernest.txt"
July 1,July 1,1,"Richardson, Alexander.txt"
LAST SAW HIM ALIVE ON,LAST SAW HIM ALIVE ON,1,"Hawkins, Ernest.txt"
LAST SAW HIM ALIVE ON (Day),LAST SAW HIM ALIVE ON (Day),1,"Thomas, Arthur.txt"
LAST SAW HIM ALIVE ON (Month),LAST SAW HIM ALIVE ON (Month),1,"Thomas, Arthur.txt"
LAST SAW HIM ALIVE ON (Year),LAST SAW HIM ALIVE ON (Year),1,"Thomas, Arthur.txt"
LENGTH OF RESIDENCE (At place of death),LENGTH OF RESIDENCE (At place of death),1,"Jacobs, Edward(1).txt"
LENGTH OF RESIDENCE (In State where death occurred),LENGTH OF RESIDENCE (In State where death occurred),1,"Jacobs, Edward(1).txt"
LENGTH OF RESIDENCE At place of death,LENGTH OF RESIDENCE At place of death,1,"Hammond, Amos.txt"
LENGTH OF RESIDENCE At place of death (Days),LENGTH OF RESIDENCE At place of death (Days),1,"Dyson, Allen.txt"
LENGTH OF RESIDENCE At place of death (Months),LENGTH OF RESIDENCE At place of death (Months),1,"Dyson, Allen.txt"
LENGTH OF RESIDENCE At place of death (Years),LENGTH OF RESIDENCE At place of death (Years),1,"Dyson, Allen.txt"
LENGTH OF RESIDENCE At place of death (ds.),LENGTH OF RESIDENCE At place of death (ds.),1,"Kennard, Richard.txt"
LENGTH OF RESIDENCE At place of death (mos.),LENGTH OF RESIDENCE At place of death (mos.),1,"Kennard, Richard.txt"
LENGTH OF RESIDENCE At place of death (yrs.),LENGTH OF RESIDENCE At place of death (yrs.),1,"Kennard, Richard.txt"
LENGTH OF RESIDENCE At place of death ds.,LENGTH OF RESIDENCE At place of death ds.,1,"Mines, Charles.txt"
LENGTH OF RESIDENCE At place of death mos.,LENGTH OF RESIDENCE At place of death mos.,1,"Mines, Charles.txt"
LENGTH OF RESIDENCE At place of death yrs.,LENGTH OF RESIDENCE At place of death yrs.,1,"Mines, Charles.txt"
LENGTH OF RESIDENCE In the State,LENGTH OF RESIDENCE In the State,1,"Hammond, Amos.txt"
LENGTH OF RESIDENCE In the State (Days),LENGTH OF RESIDENCE In the State (Days),1,"Dyson, Allen.txt"
LENGTH OF RESIDENCE In the State (Months),LENGTH OF RESIDENCE In the State (Months),1,"Dyson, Allen.txt"
LENGTH OF RESIDENCE In the State (Years),LENGTH OF RESIDENCE In the State (Years),1,"Dyson, Allen.txt"
LENGTH OF RESIDENCE In the State (ds.),LENGTH OF RESIDENCE In the State (ds.),1,"Kennard, Richard.txt"
LENGTH OF RESIDENCE In the State (mos.),LENGTH OF RESIDENCE In the State (mos.),1,"Kennard, Richard.txt"
LENGTH OF RESIDENCE In the State (yrs.),LENGTH OF RESIDENCE In the State (yrs.),1,"Kennard, Richard.txt"
LENGTH OF RESIDENCE In the State ds.,LENGTH OF RESIDENCE In the State ds.,1,"Mines, Charles.txt"
LENGTH OF RESIDENCE In the State mos.,LENGTH OF RESIDENCE In the State mos.,1,"Mines, Charles.txt"
LENGTH OF RESIDENCE In the State yrs.,LENGTH OF RESIDENCE In the State yrs.,1,"Mines, Charles.txt"
LENGTH OF RESIDENCE In the place of death (ds),LENGTH OF RESIDENCE In the place of death (ds),1,"Cook, Roger.txt"
LENGTH OF RESIDENCE In the place of death (mos),LENGTH OF RESIDENCE In the place of death (mos),1,"Cook, Roger.txt"
LENGTH OF RESIDENCE In the place of death (yrs),LENGTH OF RESIDENCE In the place of death (yrs),1,"Cook, Roger.txt"
LENGTH OF RESIDENCE State (ds),LENGTH OF RESIDENCE State (ds),1,"Cook, Roger.txt"
LENGTH OF RESIDENCE State (mos),LENGTH OF RESIDENCE State (mos),1,"Cook, Roger.txt"
LENGTH OF RESIDENCE State (yrs),LENGTH OF RESIDENCE State (yrs),1,"Cook, Roger.txt"
LOCAL REGISTRAR,LOCAL REGISTRAR,1,"Mines, Charles.txt"
Last saw deceased alive on,Last saw deceased alive on,1,"Jacobs, Edward(1).txt"
Last saw him alive on,Last saw him alive on,1,"Dyson, Allen.txt"
Last saw him alive on (Day),Last saw him alive on (Day),1,"Kennard, Richard.txt"
Last saw him alive on (Month),Last saw him alive on (Month),1,"Kennard, Richard.txt"
Last saw him alive on (Year),Last saw him alive on (Year),1,"Kennard, Richard.txt"
Length of residence in city or town where death occurred mos.,Length of residence in city or town where death occurred mos.,1,"Davis, William C..txt"
Length of residence in city or town where death occurred ys.,Length of residence in city or town where death occurred ys.,1,"Davis, William C..txt"
Length of residence in city or town where death occurred...ds.,Length of residence in city or town where death occurred...ds.,1,"Anderson, Arthur.txt"
Length of residence in city or town where death occurred...mos.,Length of residence in city or town where death occurred...mos.,1,"Anderson, Arthur.txt"
Length of residence in city or town where death occurred...yrs.,Length of residence in city or town where death occurred...yrs.,1,"Anderson, Arthur.txt"
Local REGISTRAR,Local REGISTRAR,1,"Dixon, Lee.txt"
Local Reg. No.,Local Reg. No.,1,"Hamilton, Arthur.txt"
M. D. (Date Signed),M. D. (Date Signed),1,"Dickerson, Ira.txt"
M.D. Address,M.D. Address,1,"Barnes, Joseph.txt"
M.D. Date,M.D. Date,1,"Barnes, Joseph.txt"
MAIDEN NAME,MAIDEN NAME,1,"Chinn, Purnell.txt"
MEDICAL CERTIFICATE OF DEATH (Address),MEDICAL CERTIFICATE OF DEATH (Address),1,"Dennis, Louis.txt"
MEDICAL CERTIFICATE OF DEATH (Date Signed),MEDICAL CERTIFICATE OF DEATH (Date Signed),1,"Dennis, Louis.txt"
MEDICAL CERTIFICATE OF DEATH (Signed),MEDICAL CERTIFICATE OF DEATH (Signed),1,"Dennis, Louis.txt"
Manner of Injury,Manner of Injury,1,"Saunders, Richard E.txt"
NAME,NAME,1,"Chinn, Purnell.txt"
Name of Operation,Name of Operation,1,"Ames Jr, Fred .txt"
No. (1. PLACE OF DEATH),No. (1. PLACE OF DEATH),1,"Anderson, Arthur.txt"
No. (House of Reformation),No. (House of Reformation),1,"Cook, Roger.txt"
No. (House of Reformation) St. Ward,No. (House of Reformation) St. Ward,1,"Barnes, Joseph.txt"
No. (Place of Death),No. (Place of Death),1,"Hall, Thomas.txt"
No. (Street number),No. (Street number),1,"Carter, William Arthur.txt"
No. (Village or City),No. (Village or City),1,"Evans, James.txt"
No. ... St.,No. ... St.,1,"Joffey, Benjamin.txt"
No. House of,No. House of,1,"Nichols, Caleb Henry.txt"
No. House of Reformation,No. House of Reformation,1,"Wood, Sherman.txt"
No. House or Reformation St.; Ward,No. House or Reformation St.; Ward,1,"Dixon, Lee.txt"
Number (circled),Number (circled),1,"Hawkins, Ernest.txt"
Number (top right,Number (top right,1,"Nichols, Caleb Henry.txt"
OCCUPATION (General nature of industry business,OCCUPATION (General nature of industry business,1,"Thomas, Arthur.txt"
OCCUPATION (Trade,OCCUPATION (Trade,1,"Thomas, Arthur.txt"
OCCUPATION (b) General nature of Industry,OCCUPATION (b) General nature of Industry,1,"Dixon, Lee.txt"
OCCUPATION OF DECEASED - General nature of industry,OCCUPATION OF DECEASED - General nature of industry,1,"Jacobs, Edward(1).txt"
OCCUPATION OF DECEASED - Trade,OCCUPATION OF DECEASED - Trade,1,"Jacobs, Edward(1).txt"
OR min.?,OR min.?,1,"Robinson, Paul.txt"
Other Contributory Causes of Importance: Cause 1,CAUSE_OF_DEATH_Other_Contributory,1,"Anderson, Arthur.txt"
Other Contributory Causes of Importance: Cause 1 Date of onset,CAUSE_OF_DEATH_Other_Contributory,1,"Anderson, Arthur.txt"
Other Contributory Causes of Importance: Cause 2,CAUSE_OF_DEATH_Other_Contributory,1,"Anderson, Arthur.txt"
Other Contributory Causes of Importance: Cause 2 Date of onset,CAUSE_OF_DEATH_Other_Contributory,1,"Anderson, Arthur.txt"
Other Contributory Causes of Importance: Line 1,CAUSE_OF_DEATH_Other_Contributory,1,"Saunders, Richard E.txt"
Other Contributory Causes of Importance: Line 2,CAUSE_OF_DEATH_Other_Contributory,1,"Saunders, Richard E.txt"
Other Contributory Causes of Importance: Line 3,CAUSE_OF_DEATH_Other_Contributory,1,"Saunders, Richard E.txt"
Other Contributory Causes of importance,CAUSE_OF_DEATH_Other_Contributory,1,"Chinn, Purnell.txt"
PARENTS 10 NAME OF FATHER,FATHER__NAME,1,"Carter, William Arthur.txt"
PARENTS 11 BIRTHPLACE OF FATHER (State or country),PARENTS 11 BIRTHPLACE OF FATHER (State or country),1,"Carter, William Arthur.txt"
PARENTS 12 MAIDEN NAME OF MOTHER,MOTHER__MAIDEN_NAME,1,"Carter, William Arthur.txt"
PARENTS 13 BIRTHPLACE OF MOTHER (State or country),PARENTS 13 BIRTHPLACE OF MOTHER (State or country),1,"Carter, William Arthur.txt"
PHYSICIAN (Address),PHYSICIAN (Address),1,"Thomas, Arthur.txt"
PHYSICIAN (M.D.),PHYSICIAN (M.D.),1,"Thomas, Arthur.txt"
PLACE OF DEATH - (No.),PLACE OF DEATH - (No.),1,"Landman, Milton.txt"
PLACE OF DEATH - (Ward),PLACE OF DEATH - (Ward),1,"Landman, Milton.txt"
PLACE OF DEATH - Town,PLACE OF DEATH - Town,1,"Jacobs, Edward(1).txt"
PLACE OF DEATH No.,PLACE OF DEATH No.,1,"Mines, Charles.txt"
PLACE OF DEATH Ward,PLACE OF DEATH Ward,1,"Mines, Charles.txt"
PLACE OF ISSUE OF PERMIT,PLACE OF ISSUE OF PERMIT,1,"Jacobs, Edward(1).txt"
PRIMARY CAUSE DURATION (Days),PRIMARY CAUSE DURATION (Days),1,"Hawkins, Ernest.txt"
PRIMARY CAUSE DURATION (Months),PRIMARY CAUSE DURATION (Months),1,"Hawkins, Ernest.txt"
PRIMARY CAUSE DURATION (Years),PRIMARY CAUSE DURATION (Years),1,"Hawkins, Ernest.txt"
PRIMARY CAUSE OF DEATH (Duration Days),PRIMARY CAUSE OF DEATH (Duration Days),1,"Thomas, Arthur.txt"
PRIMARY CAUSE OF DEATH (Duration Months),PRIMARY CAUSE OF DEATH (Duration Months),1,"Thomas, Arthur.txt"
PRIMARY CAUSE OF DEATH (Duration Years),PRIMARY CAUSE OF DEATH (Duration Years),1,"Thomas, Arthur.txt"
Permit No.,Permit No.,1,"Jacobs, Edward(1).txt"
Physician (Address),Physician (Address),1,"Johnson, Oscar.txt"
Physician (Signed),Physician (Signed),1,"Johnson, Oscar.txt"
Physician (Signed) Date,Physician (Signed) Date,1,"Johnson, Oscar.txt"
Physician Date,Physician Date,1,"Tyler, James.txt"
Physician Signature Date,Physician Signature Date,1,"Parker, William.txt"
Primary (Duration) ds.,Primary (Duration) ds.,1,"Mines, Charles.txt"
Primary (Duration) mos.,Primary (Duration) mos.,1,"Mines, Charles.txt"
Primary (Duration) yrs.,Primary (Duration) yrs.,1,"Mines, Charles.txt"
Primary Cause Duration (Days),Primary Cause Duration (Days),1,"Dyson, Allen.txt"
Primary Cause Duration (Months),Primary Cause Duration (Months),1,"Dyson, Allen.txt"
Primary Cause Duration (Years),Primary Cause Duration (Years),1,"Dyson, Allen.txt"
Primary Cause Duration ds.,Primary Cause Duration ds.,1,"Parker, William.txt"
Primary Cause Duration mos.,Primary Cause Duration mos.,1,"Parker, William.txt"
Primary Cause Duration yrs.,Primary Cause Duration yrs.,1,"Parker, William.txt"
Primary Cause of Death Duration (ds),Primary Cause of Death Duration (ds),1,"Wood, Sherman.txt"
Primary Cause of Death Duration (mos),Primary Cause of Death Duration (mos),1,"Wood, Sherman.txt"
Primary Cause of Death Duration (yrs),Primary Cause of Death Duration (yrs),1,"Wood, Sherman.txt"
Printed Form Number,Printed Form Number,1,"Barnes, Joseph.txt"
Record Number,Record Number,1,"Tyler, James.txt"
Registrar (Signature),Registrar (Signature),1,"Nichols, Caleb Henry.txt"
Registration Dist. No,Registration Dist. No,1,"Dixon, Lee.txt"
Registration Dist. No. (top right),PLACE_OF_DEATH_Registration_Dist_No,1,"Thomas, Joe.txt"
"Registration Dist. No.,240",PLACE_OF_DEATH_Registration_Dist_No,1,"Campbell, Francis.txt"
Registration' Dist. No.,Registration' Dist. No.,1,"Mines, Charles.txt"
SIGNED (Physician),SIGNED (Physician),1,"Thomas, Arthur.txt"
SIGNED ADDRESS,SIGNED ADDRESS,1,"Hawkins, Ernest.txt"
SIGNED BY,SIGNED BY,1,"Hawkins, Ernest.txt"
SIGNED DATE,SIGNED DATE,1,"Hawkins, Ernest.txt"
STATE OF MARYLAND CERTIFICATE OF DEATH Registered No.,STATE OF MARYLAND CERTIFICATE OF DEATH Registered No.,1,"Johnson, Oscar.txt"
STATE OF MARYLAND CERTIFICATE OF DEATH St.; Ward),STATE OF MARYLAND CERTIFICATE OF DEATH St.; Ward),1,"King, John Henry.txt"
Secondary (Duration) ds.,Secondary (Duration) ds.,1,"Mines, Charles.txt"
Secondary (Duration) mos.,Secondary (Duration) mos.,1,"Mines, Charles.txt"
Secondary (Duration) yrs.,Secondary (Duration) yrs.,1,"Mines, Charles.txt"
Secondary Cause Duration ds.,Secondary Cause Duration ds.,1,"Parker, William.txt"
Secondary Cause Duration mos.,Secondary Cause Duration mos.,1,"Parker, William.txt"
Secondary Cause Duration yrs.,Secondary Cause Duration yrs.,1,"Parker, William.txt"
Signature of Physician,Signature of Physician,1,"Tyler, James.txt"
Signed (Date - Day),Signed (Date - Day),1,"Wood, Sherman.txt"
Signed (Date - Month),Signed (Date - Month),1,"Wood, Sherman.txt"
Signed (Date - Year),Signed (Date - Year),1,"Wood, Sherman.txt"
Signed (Doctor) Address,Signed (Doctor) Address,1,"Marshall, William.txt"
Signed (Doctor) Date,Signed (Doctor) Date,1,"Marshall, William.txt"
Signed Doctor Name,Signed Doctor Name,1,"Brown, Thomas.txt"
Signed Doctor Title,Signed Doctor Title,1,"Brown, Thomas.txt"
St. (1. PLACE OF DEATH),St. (1. PLACE OF DEATH),1,"Anderson, Arthur.txt"
St. (Place of Death),St. (Place of Death),1,"Hall, Thomas.txt"
"St.,","St.,",1,"Campbell, Francis.txt"
St.; Ward,St.; Ward,1,"Jones, James.txt"
St.; Ward),St.; Ward),1,"Cook, Roger.txt"
THE ABOVE IS TRUE TO THE BEST OF MY KNOWLEDGE - (Address),THE ABOVE IS TRUE TO THE BEST OF MY KNOWLEDGE - (Address),1,"Murray, Harvey E.txt"
THE ABOVE IS TRUE TO THE BEST OF MY KNOWLEDGE - (Informant),THE ABOVE IS TRUE TO THE BEST OF MY KNOWLEDGE - (Informant),1,"Murray, Harvey E.txt"
THE CAUSE OF DEATH,THE CAUSE OF DEATH,1,"Jacobs, Edward(1).txt"
THE CAUSE OF DEATH (Duration - days),THE CAUSE OF DEATH (Duration - days),1,"Jones, Paul.txt"
THE CAUSE OF DEATH (Duration - ds),THE CAUSE OF DEATH (Duration - ds),1,"Tilghman, John W.txt"
THE CAUSE OF DEATH (Duration - months),THE CAUSE OF DEATH (Duration - months),1,"Jones, Paul.txt"
THE CAUSE OF DEATH (Duration - mos),THE CAUSE OF DEATH (Duration - mos),1,"Tilghman, John W.txt"
THE CAUSE OF DEATH (Duration - years),THE CAUSE OF DEATH (Duration - years),1,"Jones, Paul.txt"
THE CAUSE OF DEATH (Duration - yrs),THE CAUSE OF DEATH (Duration - yrs),1,"Tilghman, John W.txt"
THE CAUSE OF DEATH (Duration) (Days),THE CAUSE OF DEATH (Duration) (Days),1,"Wall, Jesse.txt"
THE CAUSE OF DEATH (Duration) (Months),THE CAUSE OF DEATH (Duration) (Months),1,"Wall, Jesse.txt"
THE CAUSE OF DEATH (Duration) (Years),THE CAUSE OF DEATH (Duration) (Years),1,"Wall, Jesse.txt"
THE CAUSE OF DEATH (Primary Cause Duration ds),THE CAUSE OF DEATH (Primary Cause Duration ds),1,"Joffey, Benjamin.txt"
THE CAUSE OF DEATH (Primary Cause Duration mos),THE CAUSE OF DEATH (Primary Cause Duration mos),1,"Joffey, Benjamin.txt"
THE CAUSE OF DEATH (Primary Cause Duration yrs),THE CAUSE OF DEATH (Primary Cause Duration yrs),1,"Joffey, Benjamin.txt"
THE CAUSE OF DEATH (Primary Cause),THE CAUSE OF DEATH (Primary Cause),1,"Joffey, Benjamin.txt"
THE CAUSE OF DEATH * (Duration) ds.,THE CAUSE OF DEATH * (Duration) ds.,1,"Robinson, Paul.txt"
THE CAUSE OF DEATH * (Duration) mos.,THE CAUSE OF DEATH * (Duration) mos.,1,"Robinson, Paul.txt"
THE CAUSE OF DEATH * (Duration) yrs.,THE CAUSE OF DEATH * (Duration) yrs.,1,"Robinson, Paul.txt"
THE CAUSE OF DEATH * WAS AS FOLLOWS:,THE CAUSE OF DEATH * WAS AS FOLLOWS:,1,"Dennis, Louis.txt"
THE CAUSE OF DEATH * was as follows,THE CAUSE OF DEATH * was as follows,1,"Hammond, Amos.txt"
THE CAUSE OF DEATH * was as follows: (Duration),THE CAUSE OF DEATH * was as follows: (Duration),1,"Jones, James.txt"
THE CAUSE OF DEATH * was as follows: (Duration) (ds),THE CAUSE OF DEATH * was as follows: (Duration) (ds),1,"Nichols, Caleb Henry.txt"
THE CAUSE OF DEATH * was as follows: (Duration) (mes),THE CAUSE OF DEATH * was as follows: (Duration) (mes),1,"Nichols, Caleb Henry.txt"
THE CAUSE OF DEATH * was as follows: (Duration) (yrs),THE CAUSE OF DEATH * was as follows: (Duration) (yrs),1,"Nichols, Caleb Henry.txt"
THE CAUSE OF DEATH * was as follows: (Duration) ds,THE CAUSE OF DEATH * was as follows: (Duration) ds,1,"King, John Henry.txt"
THE CAUSE OF DEATH * was as follows: (Duration) mos,THE CAUSE OF DEATH * was as follows: (Duration) mos,1,"King, John Henry.txt"
THE CAUSE OF DEATH * was as follows: (Duration) yrs,THE CAUSE OF DEATH * was as follows: (Duration) yrs,1,"King, John Henry.txt"
THE CAUSE OF DEATH * was as follows: - (Duration) ds.,THE CAUSE OF DEATH * was as follows: - (Duration) ds.,1,"Landman, Milton.txt"
THE CAUSE OF DEATH * was as follows: - (Duration) mos.,THE CAUSE OF DEATH * was as follows: - (Duration) mos.,1,"Landman, Milton.txt"
THE CAUSE OF DEATH * was as follows: - (Duration) yrs.,THE CAUSE OF DEATH * was as follows: - (Duration) yrs.,1,"Landman, Milton.txt"
THE CAUSE OF DEATH * was as follows: - Primary,THE CAUSE OF DEATH * was as follows: - Primary,1,"Landman, Milton.txt"
THE CAUSE OF DEATH * was as follows: Primary,THE CAUSE OF DEATH * was as follows: Primary,1,"Robinson, Paul.txt"
THE CAUSE OF DEATH - (Duration) da.,THE CAUSE OF DEATH - (Duration) da.,1,"White, Matthew.txt"
THE CAUSE OF DEATH - (Duration) mos.,THE CAUSE OF DEATH - (Duration) mos.,1,"White, Matthew.txt"
THE CAUSE OF DEATH - (Duration) yrs.,THE CAUSE OF DEATH - (Duration) yrs.,1,"White, Matthew.txt"
THE CAUSE OF DEATH - Cause,THE CAUSE OF DEATH - Cause,1,"Hamilton, Arthur.txt"
THE CAUSE OF DEATH - Duration - ds.,THE CAUSE OF DEATH - Duration - ds.,1,"Hamilton, Arthur.txt"
THE CAUSE OF DEATH - Duration - mos.,THE CAUSE OF DEATH - Duration - mos.,1,"Hamilton, Arthur.txt"
THE CAUSE OF DEATH - Duration - yrs.,THE CAUSE OF DEATH - Duration - yrs.,1,"Hamilton, Arthur.txt"
THE CAUSE OF DEATH Primary,THE CAUSE OF DEATH Primary,1,"Parker, William.txt"
THE CAUSE OF DEATH Primary (Duration) ds.,THE CAUSE OF DEATH Primary (Duration) ds.,1,"Pratt, Louis.txt"
THE CAUSE OF DEATH Primary (Duration) mos.,THE CAUSE OF DEATH Primary (Duration) mos.,1,"Pratt, Louis.txt"
THE CAUSE OF DEATH Primary (Duration) yrs.,THE CAUSE OF DEATH Primary (Duration) yrs.,1,"Pratt, Louis.txt"
THE CAUSE OF DEATH was as follows (Primary),THE CAUSE OF DEATH was as follows (Primary),1,"Tilghman, John W.txt"
THE CAUSE OF DEATH was as follows!,THE CAUSE OF DEATH was as follows!,1,"Jones, Paul.txt"
THE CAUSE OF DEATH was as follows:,THE CAUSE OF DEATH was as follows:,1,"Murray, Harvey E.txt"
THE CAUSE OF DEATH was as follows: (Primary Cause),THE CAUSE OF DEATH was as follows: (Primary Cause),1,"White, Matthew.txt"
THE CAUSE OF DEATH was as follows: (Primary),THE CAUSE OF DEATH was as follows: (Primary),1,"Dennis, Irvin.txt"
THE CAUSE OF DEATH was as follows: Primary,THE CAUSE OF DEATH was as follows: Primary,1,"Pratt, Louis.txt"
THE CAUSE OF DEATH* Duration ds.,THE CAUSE OF DEATH* Duration ds.,1,"Brown, Thomas.txt"
THE CAUSE OF DEATH* Duration mos.,THE CAUSE OF DEATH* Duration mos.,1,"Brown, Thomas.txt"
THE CAUSE OF DEATH* Duration yrs.,THE CAUSE OF DEATH* Duration yrs.,1,"Brown, Thomas.txt"
THE CAUSE OF DEATH* Primary,THE CAUSE OF DEATH* Primary,1,"Barnes, Joseph.txt"
THE CAUSE OF DEATH* Primary Duration (ds),THE CAUSE OF DEATH* Primary Duration (ds),1,"Barnes, Joseph.txt"
THE CAUSE OF DEATH* Primary Duration (mos),THE CAUSE OF DEATH* Primary Duration (mos),1,"Barnes, Joseph.txt"
THE CAUSE OF DEATH* Primary Duration (yrs),THE CAUSE OF DEATH* Primary Duration (yrs),1,"Barnes, Joseph.txt"
THE CAUSE OF DEATH* was as follows: (Duration ds),THE CAUSE OF DEATH* was as follows: (Duration ds),1,"Bacon, John Henry.txt"
THE CAUSE OF DEATH* was as follows: (Duration mos),THE CAUSE OF DEATH* was as follows: (Duration mos),1,"Bacon, John Henry.txt"
THE CAUSE OF DEATH* was as follows: (Duration yrs),THE CAUSE OF DEATH* was as follows: (Duration yrs),1,"Bacon, John Henry.txt"
THE CAUSE OF DEATH* was as follows: (Primary Cause),THE CAUSE OF DEATH* was as follows: (Primary Cause),1,"Bacon, John Henry.txt"
